Improving Parameter,Worsening Parameter,Inventive Principles
17 Energy Used by Stationary Object,13 Duration of Action of Stationary Object,IP #40 and IP #35 and IP #3 and IP #17 and IP #28 and IP #26 and IP #24
17 Energy Used by Stationary Object,14 Speed,IP #1 and IP #3 and IP #28 and IP #19 and IP #13 and IP #25
17 Energy Used by Stationary Object,15 Force / Torque,IP #9 and IP #36 and IP #37 and IP #35 and IP #5 and IP #17
17 Energy Used by Stationary Object,16 Energy Used by Moving Object,IP #2 and IP #19 and IP #3 and IP #13 and IP #5
17 Energy Used by Stationary Object,17 Energy Used by Stationary Object,see physical contradiction
17 Energy Used by Stationary Object,18 Power,IP #2 and IP #5 and IP #19 and IP #13 and IP #35
17 Energy Used by Stationary Object,19 Stress / Pressure,IP #17 and IP #9 and IP #4 and IP #19 and IP #35 and IP #40 and IP #14
17 Energy Used by Stationary Object,20 Strength,IP #35 and IP #40 and IP #14 and IP #3 and IP #2 and IP #13 and IP #17
17 Energy Used by Stationary Object,21 Stability,IP #35 and IP #4 and IP #24 and IP #40 and IP #17 and IP #14 and IP #18 and IP #1
17 Energy Used by Stationary Object,22 Temperature,IP #3 and IP #2 and IP #35 and IP #19 and IP #21 and IP #36
17 Energy Used by Stationary Object,23 Illumination Intensity,IP #19 and IP #35 and IP #2 and IP #32 and IP #5 and IP #24
17 Energy Used by Stationary Object,24 Function Efficiency,IP #2 and IP #19 and IP #15 and IP #13 and IP #12 and IP #28 and IP #25
17 Energy Used by Stationary Object,25 Loss of Substance,IP #31 and IP #28 and and IP #18 and IP #12 and IP #4 and IP #9 and IP #34
17 Energy Used by Stationary Object,26 Loss of Time,IP #4 and IP #10 and IP #40 and IP #7 and IP #9 and IP #17
17 Energy Used by Stationary Object,27 Loss of Energy,IP #35 and IP #31 and IP #1 and IP #4 and IP #24 and IP #34 and IP #36
17 Energy Used by Stationary Object,28 Loss of Information,IP #2 and IP #10 and IP #7 and IP #13 and IP #3
17 Energy Used by Stationary Object,29 Noise,IP #31 and IP #14 and IP #25 and IP #17 and IP #3 and IP #4 and IP #1
17 Energy Used by Stationary Object,30 Harmful Emissions,IP #21 and IP #35 and IP #24 and IP #3 and IP #1 and IP #18 and IP #13
17 Energy Used by Stationary Object,31 Other Harmful Effects Generated by System,IP #19 and IP #3 and IP #15 and IP #18 and IP #4 and IP #24 and IP #28 and IP #12
17 Energy Used by Stationary Object,32 Adaptability / Versatility,IP #35 and IP #15 and IP #13 and IP #17 and IP #1
17 Energy Used by Stationary Object,33 Compatibility /  Connectability,IP #24 and IP #3 and IP #35 and IP #12 and IP #33 and IP #13 and IP #28
17 Energy Used by Stationary Object,34 Trainability / Operability / Controllability,IP #13 and IP #15 and IP #24 and IP #10 and IP #11 and IP #3
17 Energy Used by Stationary Object,35 Reliability / Robustness,IP #35 and IP #10 and IP #13 and IP #25 and IP #3 and IP #2 and IP #36
17 Energy Used by Stationary Object,36 Repairability,IP #35 and IP #17 and IP #1 and IP #27 and IP #3
17 Energy Used by Stationary Object,37 Security,IP #28 and IP #10 and IP #23 and IP #2 and IP #13 and IP #30
17 Energy Used by Stationary Object,38 Safety / Vulnerability,IP #24 and IP #3 and IP #16 and IP #30 and IP #26 and IP #39 and IP #25
17 Energy Used by Stationary Object,39 Aesthetics / Appearance,IP #17 and IP #4 and IP #3 and IP #7 and IP #32 and IP #30
17 Energy Used by Stationary Object,40 Other Harmful Effects Acting on System,IP #2 and IP #9 and IP #3 and IP #37 and IP #19 and IP #7 and IP #37 and IP #4 and IP #36
17 Energy Used by Stationary Object,41 Manufacturability,IP #4 and IP #8 and IP #1 and IP #10 and IP #2
17 Energy Used by Stationary Object,42 Manufacture Precision / Consistency,IP #37 and IP #10 and IP #3 and IP #2 and IP #13 and IP #17
17 Energy Used by Stationary Object,43 Automation,IP #10 and IP #2 and IP #8 and IP #34 and IP #35
17 Energy Used by Stationary Object,44 Productivity,IP #1 and IP #10 and IP #6 and IP #35 and IP #34 and IP #7
17 Energy Used by Stationary Object,45 System Complexity,IP #35 and IP #28 and IP #4 and IP #3 and IP #13 and IP #16 and IP #34
17 Energy Used by Stationary Object,46 Control Complexity,IP #2 and IP #25 and IP #18 and IP #10 and IP #30 and IP #28
17 Energy Used by Stationary Object,47 Ability to Detect / Measure,IP #28 and IP #19 and IP #35 and IP #25 and IP #4 and IP #17
17 Energy Used by Stationary Object,48 Measurement Precision,IP #28 and IP #37 and IP #4 and IP #18 and IP #24
18 Power,01 Weight of Moving Object,IP #8 and IP #38 and IP #2 and IP #25 and IP #31 and IP #19 and IP #28 and IP #35
18 Power,02 Weight of Stationary Object,IP #19 and IP #2 and IP #35 and IP #31 and IP #26 and IP #28 and IP #29 and IP #17 and IP #27
18 Power,03 Length / Angle of Moving Object,IP #1 and IP #17 and IP #35 and IP #10 and IP #37 and IP #36 and IP #28 and IP #30 and IP #29
18 Power,04 Length / Angle of Stationary Object,IP #17 and IP #14 and IP #1 and IP #35 and IP #4 and IP #10 and IP #28 and IP #29 and IP #30
18 Power,05 Area of Moving Object,IP #19 and IP #38 and IP #35 and IP #2 and IP #25 and IP #3 and IP #15 and IP #4
18 Power,06 Area of Stationary Object,IP #17 and IP #19 and IP #38 and IP #13 and IP #3 and IP #15 and IP #25 and IP #32 and IP #2
18 Power,07 Volume of Moving Object,IP #19 and IP #38 and IP #2 and IP #35 and IP #25 and IP #6 and IP #15 and IP #4 and IP #14
18 Power,08 Volume of Stationary Object,IP #19 and IP #35 and IP #25 and IP #36 and IP #6 and IP #30 and IP #15 and IP #3 and IP #14
18 Power,09 Shape,IP #29 and IP #14 and IP #15 and IP #1 and IP #35 and IP #40 and IP #4 and IP #3 and IP #36
18 Power,10 Amount of Substance,IP #35 and IP #19 and IP #38 and IP #4 and IP #3 and IP #40 and IP #18 and IP #24 and IP #30
18 Power,11 Amount of Information,IP #10 and IP #28 and IP #19 and IP #12 and IP #24 and IP #37
18 Power,12 Duration of Action of Moving Object,IP #19 and IP #35 and IP #10 and IP #38 and IP #4 and IP #28 and IP #1 and IP #21
18 Power,13 Duration of Action of Stationary Object,IP #38 and IP #35 and IP #10 and IP #4 and IP #28 and IP #19 and IP #16
18 Power,14 Speed,IP #15 and IP #2 and IP #19 and IP #35 and IP #3 and IP #14 and IP #24 and IP #1 and IP #13
18 Power,15 Force / Torque,IP #2 and IP #19 and IP #15 and IP #35 and IP #36 and IP #1 and IP #3 and IP #13 and IP #14
18 Power,16 Energy Used by Moving Object,IP #19 and IP #6 and IP #37 and IP #36 and IP #15 and IP #3 and IP #2 and IP #16 and IP #4 and IP #1
18 Power,17 Energy Used by Stationary Object,IP #19 and IP #15 and IP #3 and IP #2 and IP #6 and IP #16 and IP #37 and IP #1
18 Power,18 Power,see physical contradiction
18 Power,19 Stress / Pressure,IP #35 and IP #10 and IP #3 and IP #30 and IP #14 and IP #4 and IP #2 and IP #28 and IP #27
18 Power,20 Strength,IP #28 and IP #40 and IP #31 and IP #10 and IP #35 and IP #26 and IP #13
18 Power,21 Stability,IP #35 and IP #31 and IP #1 and IP #15 and IP #40 and IP #32 and IP #19 and IP #10 and IP #3
18 Power,22 Temperature,IP #19 and IP #5 and IP #3 and IP #2 and IP #36 and IP #25 and IP #14 and IP #32 and IP #13
18 Power,23 Illumination Intensity,IP #19 and IP #35 and IP #25 and IP #28 and IP #7 and IP #31 and IP #3 and IP #16 and IP #23
18 Power,24 Function Efficiency,IP #2 and IP #28 and IP #14 and IP #15 and IP #3 and IP #6 and IP #24
18 Power,25 Loss of Substance,IP #30 and IP #1 and IP #28 and IP #29 and IP #12 and IP #34 and IP #38 and IP #18 and IP #27
18 Power,26 Loss of Time,IP #10 and IP #15 and IP #35 and IP #6 and IP #19 and IP #20 and IP #4 and IP #12
18 Power,27 Loss of Energy,IP #15 and IP #35 and IP #1 and IP #38 and IP #10 and IP #14 and IP #3 and IP #24
18 Power,28 Loss of Information,IP #10 and IP #19 and IP #24 and IP #28 and IP #1 and IP #3 and IP #25
18 Power,29 Noise,IP #24 and IP #28 and IP #13 and IP #3 and IP #14 and IP #39 and IP #5 and IP #25
18 Power,30 Harmful Emissions,IP #1 and IP #3 and IP #35 and IP #15 and IP #19 and IP #2 and IP #14 and IP #10 and IP #25
18 Power,31 Other Harmful Effects Generated by System,IP #1 and IP #18 and IP #2 and IP #35 and IP #28 and IP #13 and IP #15 and IP #3 and IP #39
18 Power,32 Adaptability / Versatility,IP #15 and IP #28 and IP #19 and IP #35 and IP #3 and IP #34 and IP #17 and IP #37 and IP #12
18 Power,33 Compatibility / Connectability,IP #24 and IP #28 and IP #15 and IP #13 and IP #12 and IP #11 and IP #7 and IP #2
18 Power,34 Trainability / Operability / Controllability,IP #26 and IP #10 and IP #35 and IP #25 and IP #24 and IP #2 and IP #37 and IP #12
18 Power,35 Reliability / Robustness,IP #35 and IP #2 and IP #3 and IP #24 and IP #28 and IP #12 and IP #37 and IP #19 and IP #31
18 Power,36 Repairability,IP #10 and IP #2 and IP #35 and IP #1 and IP #27 and IP #34 and IP #3 and IP #12 and IP #15
18 Power,37 Security,IP #10 and IP #28 and IP #1 and IP #23 and IP #5
18 Power,38 Safety / Vulnerability,IP #35 and IP #19 and IP #11 and IP #25 and IP #31 and IP #30 and IP #17 and IP #12 and IP #8
18 Power,39 Aesthetics / Appearance,IP #28 and IP #15 and IP #14 and IP #22 and IP #4 and IP #32 and IP #24
18 Power,40 Other Harmful Effects Acting on System,IP #39 and IP #2 and IP #19 and IP #31 and IP #22 and IP #9 and IP #16 and IP #12 and IP #36
18 Power,41 Manufacturability,IP #10 and IP #28 and IP #26 and IP #21 and IP #34 and IP #25 and IP #24 and IP #29 and IP #8
18 Power,42 Manufacture Precision / Consistency,IP #2 and IP #3 and IP #10 and IP #14 and IP #32 and IP #15 and IP #12
18 Power,43 Automation,IP #28 and IP #2 and IP #13 and IP #24 and IP #27 and IP #17
18 Power,44 Productivity,IP #28 and IP #1 and IP #35 and IP #14 and IP #34 and IP #2 and IP #3
18 Power,45 System Complexity,IP #35 and IP #30 and IP #19 and IP #20 and IP #2 and IP #34 and IP #13 and IP #28
18 Power,46 Control Complexity,IP #2 and IP #25 and IP #15 and IP #26 and IP #28 and IP #20
18 Power,47 Ability to Detect / Measure,IP #28 and IP #35 and IP #19 and IP #3 and IP #16 and IP #32 and IP #37 and IP #25 and IP #2
18 Power,48 Measurement Precision,IP #2 and IP #37 and IP #15 and IP #25 and IP #10 and IP #32
19 Stress / Pressure,01 Weight of Moving Object,IP #40 and IP #35 and IP #31 and IP #10 and IP #36 and IP #37 and IP #2 and IP #17
19 Stress / Pressure,02 Weight of Stationary Object,IP #35 and IP #10 and IP #13 and IP #31 and IP #29 and IP #40 and IP #2 and IP #17
19 Stress / Pressure,03 Length / Angle of Moving Object,IP #35 and IP #9 and IP #40 and IP #17 and IP #3 and IP #14 and IP #4 and IP #13
19 Stress / Pressure,04 Length / Angle of Stationary Object,IP #3 and IP #14 and IP #17 and IP #35 and IP #40 and IP #4 and IP #9 and IP #1
19 Stress / Pressure,05 Area of Moving Object,IP #10 and IP #35 and IP #40 and IP #14 and IP #17 and IP #28 and IP #15 and IP #3
19 Stress / Pressure,06 Area of Stationary Object,IP #40 and IP #14 and IP #35 and IP #10 and IP #37 and IP #17 and IP #3
19 Stress / Pressure,07 Volume of Moving Object,IP #35 and IP #10 and IP #40 and IP #3 and IP #15 and IP #14 and IP #4 and IP #17
19 Stress / Pressure,08 Volume of Stationary Object,IP #35 and IP #17 and IP #4 and IP #40 and IP #3 and IP #30 and IP #24 and IP #14
19 Stress / Pressure,09 Shape,IP #35 and IP #4 and IP #40 and IP #3 and IP #30 and IP #14 and IP #31 and IP #15
19 Stress / Pressure,10 Amount of Substance,IP #35 and IP #10 and IP #25 and IP #31 and IP #14 and IP #13 and IP #12 and IP #5
19 Stress / Pressure,11 Amount of Information,IP #28 and IP #2 and IP #26 and IP #7 and IP #24 and and 
19 Stress / Pressure,12 Duration of Action of Moving Object,IP #19 and IP #3 and IP #35 and IP #4 and IP #13 and IP #14 and IP #2
19 Stress / Pressure,13 Duration of Action of Stationary Object,IP #3 and IP #14 and IP #35 and IP #9 and IP #2 and IP #5 and IP #12
19 Stress / Pressure,14 Speed,IP #35 and IP #17 and IP #24 and IP #13 and IP #6 and IP #14 and IP #29 and IP #36
19 Stress / Pressure,15 Force / Torque,IP #35 and IP #17 and IP #14 and IP #9 and IP #12 and IP #4 and IP #36
19 Stress / Pressure,16 Energy Used by Moving Object,IP #10 and IP #17 and IP #14 and IP #24 and IP #12 and IP #37 and IP #29 and IP #35
19 Stress / Pressure,17 Energy Used by Stationary Object,IP #17 and IP #14 and IP #10 and IP #35 and IP #4 and IP #12 and IP #24 and IP #37
19 Stress / Pressure,18 Power,IP #35 and IP #29 and IP #10 and IP #17 and IP #14 and IP #28 and IP #4 and IP #1
19 Stress / Pressure,19 Stress / Pressure,see physical contradiction
19 Stress / Pressure,20 Strength,IP #3 and IP #17 and IP #40 and IP #9 and IP #35 and IP #19 and IP #1 and IP #36
19 Stress / Pressure,21 Stability,IP #35 and IP #5 and IP #40 and IP #2 and IP #33 and IP #31 and IP #12
19 Stress / Pressure,22 Temperature,IP #35 and IP #3 and IP #19 and IP #2 and IP #39 and IP #31 and IP #36
19 Stress / Pressure,23 Illumination Intensity,IP #24 and IP #12 and IP #22 and IP #35 and IP #2 and IP #19
19 Stress / Pressure,24 Function Efficiency,IP #2 and IP #40 and IP #13 and IP #17 and IP #5 and IP #18 and IP #8
19 Stress / Pressure,25 Loss of Substance,IP #10 and IP #25 and IP #3 and IP #4 and IP #17 and IP #37 and IP #24 and IP #36
19 Stress / Pressure,26 Loss of Time,IP #1 and IP #4 and IP #37 and IP #13 and IP #10 and IP #26
19 Stress / Pressure,27 Loss of Energy,IP #3 and IP #25 and IP #2 and IP #35 and IP #12 and IP #17 and IP #30
19 Stress / Pressure,28 Loss of Information,IP #37 and IP #28 and IP #2 and IP #7 and IP #24
19 Stress / Pressure,29 Noise,IP #31 and IP #35 and IP #40 and IP #14 and IP #4 and IP #29 and IP #9
19 Stress / Pressure,30 Harmful Emissions,IP #35 and IP #24 and IP #2 and IP #1 and IP #21 and IP #31 and IP #19
19 Stress / Pressure,31 Other Harmful Effects Generated by System,IP #2 and IP #33 and IP #25 and IP #35 and IP #18 and IP #17 and IP #31 and IP #24
19 Stress / Pressure,32 Adaptability / Versatility,IP #15 and IP #35 and IP #17 and IP #13 and IP #3 and IP #30 and IP #31
19 Stress / Pressure,33 Compatibility / Connectability,IP #25 and IP #10 and IP #6 and IP #28 and IP #4 and IP #17
19 Stress / Pressure,34 Trainability / Operability / Controllability,IP #17 and IP #3 and IP #19 and IP #28 and IP #26 and IP #1 and IP #14
19 Stress / Pressure,35 Reliability / Robustness,IP #40 and IP #13 and IP #35 and IP #19 and IP #4 and IP #25 and IP #9 and IP #12 and IP #28
19 Stress / Pressure,36 Repairability,IP #2 and IP #17 and IP #10 and IP #25 and IP #27
19 Stress / Pressure,37 Security,IP #2 and IP #28 and IP #24 and IP #10 and IP #1
19 Stress / Pressure,38 Safety / Vulnerability,IP #31 and IP #40 and IP #35 and IP #4 and IP #24 and IP #37
19 Stress / Pressure,39 Aesthetics / Appearance,IP #17 and IP #7 and IP #4 and IP #40 and IP #3
19 Stress / Pressure,40 Other Harmful Effects Acting on System,IP #3 and IP #12 and IP #4 and IP #25 and IP #33 and IP #10 and IP #13
19 Stress / Pressure,41 Manufacturability,IP #2 and IP #1 and IP #35 and IP #17 and IP #16 and IP #31 and IP #8
19 Stress / Pressure,42 Manufacture Precision / Consistency,IP #3 and IP #25 and IP #2 and IP #35 and IP #12 and IP #32
19 Stress / Pressure,43 Automation,IP #10 and IP #35 and IP #25 and IP #12 and IP #2 and IP #40
19 Stress / Pressure,44 Productivity,IP #10 and IP #40 and IP #25 and IP #24 and IP #14 and IP #35 and IP #37
19 Stress / Pressure,45 System Complexity,IP #17 and IP #5 and IP #2 and IP #24 and IP #35 and IP #19
19 Stress / Pressure,46 Control Complexity,IP #28 and IP #32 and IP #4 and IP #37 and IP #6 and IP #3
19 Stress / Pressure,47 Ability to Detect / Measure,IP #37 and IP #17 and IP #4 and IP #32 and IP #2 and IP #3 and IP #36 and IP #28
19 Stress / Pressure,48 Measurement Precision,IP #37 and IP #25 and IP #17 and IP #28 and IP #3 and IP #6 and IP #4
20 Strength,01 Weight of Moving Object,IP #40 and IP #31 and IP #17 and IP #8 and IP #1 and IP #35 and IP #3 and IP #4
20 Strength,02 Weight of Stationary Object,IP #40 and IP #31 and IP #2 and IP #1 and IP #17 and IP #26 and IP #35 and IP #3
20 Strength,03 Length / Angle of Moving Object,IP #17 and IP #35 and IP #40 and IP #1 and IP #4 and IP #15 and IP #8
20 Strength,04 Length / Angle of Stationary Object,IP #17 and IP #35 and IP #9 and IP #37 and IP #14 and IP #4 and IP #40 and IP #15
20 Strength,05 Area of Moving Object,IP #14 and IP #17 and IP #3 and IP #7 and IP #19 and IP #4 and IP #40 and IP #5
20 Strength,06 Area of Stationary Object,IP #14 and IP #17 and IP #9 and IP #40 and IP #3 and IP #4 and IP #13
20 Strength,07 Volume of Moving Object,IP #4 and IP #7 and IP #17 and IP #14 and IP #35 and IP #10 and IP #15 and IP #31
20 Strength,08 Volume of Stationary Object,IP #14 and IP #9 and IP #17 and IP #4 and IP #31 and IP #13 and IP #35
20 Strength,09 Shape,IP #40 and IP #4 and IP #9 and IP #35 and IP #7 and IP #17 and IP #30 and IP #25
20 Strength,10 Amount of Substance,IP #30 and IP #17 and IP #31 and IP #9 and IP #13 and IP #29 and IP #3
20 Strength,11 Amount of Information,IP #17 and IP #2 and IP #32 and IP #3 and IP #28 and IP #26
20 Strength,12 Duration of Action of Moving Object,IP #35 and IP #40 and IP #3 and IP #26 and IP #17 and IP #4 and IP #13
20 Strength,13 Duration of Action of Stationary Object,IP #35 and IP #3 and IP #5 and IP #24 and IP #26 and IP #4 and IP #13 and IP #40
20 Strength,14 Speed,IP #14 and IP #28 and IP #8 and IP #13 and IP #12 and IP #26 and IP #2
20 Strength,15 Force / Torque,IP #40 and IP #9 and IP #35 and IP #25 and IP #14 and IP #3 and IP #24
20 Strength,16 Energy Used by Moving Object,IP #35 and IP #17 and IP #10 and IP #19 and IP #14 and IP #4 and IP #13
20 Strength,17 Energy Used by Stationary Object,IP #35 and IP #14 and IP #17 and IP #4 and IP #13
20 Strength,18 Power,IP #40 and IP #35 and IP #3 and IP #4 and IP #10 and IP #28 and IP #26
20 Strength,19 Stress / Pressure,IP #35 and IP #40 and IP #24 and IP #3 and IP #9 and IP #4 and IP #17 and IP #25 and IP #18
20 Strength,20 Strength,see physical contradiction
20 Strength,21 Stability,IP #40 and IP #35 and IP #13 and IP #3 and IP #17 and IP #24 and IP #31 and IP #5
